rank,subset_tags,title,year,venue,authors,doi,url,openalex_id,cited_by_count,query_hits,first_query,relevance_score,concepts,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_snippet
726,landscape_1000,Stable Bin Packing of Non-convex 3D Objects with a Robot Manipulator,2019,,Fan Wang; Kris Hauser,https://doi.org/10.1109/icra.2019.8794049,https://openalex.org/W2967842325,https://openalex.org/W2967842325,59,1,robot manipulation planning constraints,43.3943,Bin packing problem; Packing problems; Computer science; Robot; Heuristic; Heuristics; Pipeline (software); Container (type theory); Object (grammar); Domain (mathematical analysis); Set packing; Regular polygon,"Plan manipulation under contact, grasp, object, and support constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",feasibility queries are cheap enough to call inside search,object affordances/contact modes,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Recent progress in the field of robotic manipulation has generated interest in fully automatic object packing in warehouses. This paper proposes a formulation of the packing problem that is tailored to the automated warehousing domain. Besides minimizing waste space inside a container, the problem requires stability of the object pile during packing and the feasibility of the robot motion executing the placement plans. To address this problem, a set of constraints are formulated, and a constructive packing pipeline is proposed to solve these constraints. The pipeline is able to pack geometrically complex, non-convex objects while satisfying stability and robot packability constraints. In particular, a new 3D positioning heuristic called Heightmap-Minimization heuristic is proposed, and heightmaps are used to speed up the search. Experimen"
727,landscape_1000,"Optimal path planning for multi-arm, multi-link robotic manipulators",2008,Calhoun: The Naval Postgraduate School Institutional Archive (Naval Postgraduate School),Joseph A. Cascio,,https://openalex.org/W1603201250,https://openalex.org/W1603201250,5,1,symbolic planning geometric feasibility robotics,43.3918,Control theory (sociology); Motion planning; Optimal control; Robotic arm; Trajectory; Path (computing); Computer science; Mathematical optimization; Robot; Mathematics; Control (management); Artificial intelligence,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.",Continuous constrained optimization over trajectories or controls.,continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"This work investigates the problem of robotic arm control with the goal of achieving given performance requirements by solving for the optimal joint trajectories and corresponding controls for tasks, such as point-to-point positioning. The resulting optimal control problem is highly nonlinear and constrained due to the nonlinearities in the robotic arm dynamics and kinodynamic constraints including limits on joint velocities and actuator torques. This thesis illustrates the applicability of pseudospectral methods to solve the optimal path planning problem for a system of multi-link, multi-degree of freedom robotic arms. The optimal control problem is defined in standard form and solved using the software package DIDO. Pontryagin's Minimum Principle is used to verify that the proposed solution satisfies the necessary conditions for optimal"
728,landscape_1000,Motion Planning and Trajectory for Wheeled Mobile Robot,2016,International Journal of Science and Research (IJSR),Ame Sheha; Mnubi; B Donaid; P Xavier; Canny; Reif; et al.,https://doi.org/10.21275/v5i1.nov152938,https://openalex.org/W4238743855,https://openalex.org/W4238743855,7,1,geometric constraints task motion planning,43.3794,Mobile robot; Trajectory; Computer science; Motion planning; Motion (physics); Robot; Artificial intelligence; Physics; Astronomy,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"In general, the problems of robots can be divided into two sub-problems of motion planning and motion control. A motion planning problem is solved where a geometrical model is given. Furthermore, motion planning problems can be fundamentally divided into path, trajectory and task planning problems. These planning have many constraints concerning kinematics and dynamics of the robot as well its environment. This paper introduces path, trajectory and task planning methods for wheeled mobile robots. Wheeled mobile robots are becoming increasingly important in industry as a means of transport, inspection, and operation because of their efficiency and flexibility. The motion of a wheeled mobile robot, in general, be subject to non-holonomic constraints due to the rolling constraints of the wheels, which render a motion perpendicular to the whe"
729,landscape_1000,Reinforcement Learning Approaches in Social Robotics,2021,MDPI (MDPI AG),Neziha Akalın,https://doi.org/10.3390/s21041292,https://openalex.org/W3128013500,https://openalex.org/W3128013500,130,9,learning constraints from demonstrations robotics,43.3752,Reinforcement learning; Artificial intelligence; Categorization; Robotics; Computer science; Robot; Behavior-based robotics; Robot learning; Reinforcement; Machine learning; Human–computer interaction; Mobile robot,"Improve planning for embodied agents under physical, semantic, or learned constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",training distribution covers deployment constraint activations,feature space and training labels,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"This article surveys reinforcement learning approaches in social robotics. Reinforcement learning is a framework for decision-making problems in which an agent interacts through trial-and-error with its environment to discover an optimal behavior. Since interaction is a key component in both reinforcement learning and social robotics, it can be a well-suited approach for real-world interactions with physically embodied social robots. The scope of the paper is focused particularly on studies that include social physical robots and real-world human-robot interactions with users. We present a thorough analysis of reinforcement learning approaches in social robotics. In addition to a survey, we categorize existent reinforcement learning approaches based on the used method and the design of the reward mechanisms. Moreover, since communication "
730,landscape_1000,Motion planning of an autonomous mobile robot considering regions with velocity constraint,2010,,Kenta Goto; Kazuyuki Kon; Fumitoshi Matsuno,https://doi.org/10.1109/iros.2010.5650705,https://openalex.org/W2120649239,https://openalex.org/W2120649239,12,1,robot planning constraints,43.3649,Mobile robot; Motion planning; Constraint (computer-aided design); Robot; Trajectory; Computer science; Motion (physics); Path (computing); Simulation; Artificial intelligence; Engineering; Physics,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Recently various autonomous mobile robots are developed for practical use. For coexistence with the robots and human in the real environment, the consideration of safety is very important. We should consider a region with a limitation of a maximum velocity of a mobile robot for the safety. In this paper, we propose path planning and trajectory generation methods for a mobile robot which moves in the environment with predetermined velocity constraints. In order to demonstrate the validity of the proposed methods, numerical simulations and experiments have been carried out."
731,landscape_1000,A Motion Planning Method for Visual Servoing Using Deep Reinforcement Learning in Autonomous Robotic Assembly,2023,IEEE/ASME Transactions on Mechatronics,Zhenyu Liu; Ke Wang; Daxin Liu; Qide Wang; Jianrong Tan,https://doi.org/10.1109/tmech.2023.3275854,https://openalex.org/W4378696849,https://openalex.org/W4378696849,34,1,task and motion planning constraints,43.3553,Visual servoing; Artificial intelligence; Computer science; Controller (irrigation); Computer vision; Reinforcement learning; Robot; Motion planning; Motion controller; Control theory (sociology); Motion control; Control (management),"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.","A learned constraint or feasibility model used to bias, prune, or score plans.",training distribution covers deployment constraint activations; continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model; feature space and training labels,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,learning constraints/feasibility models for planning; constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution; separating constraint-family discovery from edge-by-edge verification,"Assembly positioning by visual servoing (VS) is a basis for autonomous robotic assembly. In practice, VS control suffers potential stability and convergence problems due to image and physical constraints, e.g., field of view constraints, image local minima, obstacle collisions, and occlusion. Therefore, this article proposes a novel deep reinforcement learning-based hybrid visual servoing (DRL-HVS) controller for motion planning of VS tasks. DRL-HVS controller takes current observed image features and camera pose as inputs, and the core parameters of hybrid VS are dynamically optimized using a deep deterministic policy gradient (DDPG) algorithm to obtain an optimal motion scheme, considering image/physical constraints and robot motion performance. In addition, an adaptive exploration strategy is proposed to further improve the training ef"
732,landscape_1000,Smooth Trajectory Planning Along Bezier Curve for Mobile Robots with Velocity Constraints,2013,International Journal of Control and Automation,Gil Jin Yang; Byoung Wook Choi,,https://openalex.org/W2185565669,https://openalex.org/W2185565669,24,1,robot planning constraints,43.3189,Bézier curve; Trajectory; Motion planning; Convolution (computer science); Path (computing); Mobile robot; Computer science; Mathematics; Mathematical optimization; Control theory (sociology); Robot; Simulation,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.",Continuous constrained optimization over trajectories or controls.,continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"This paper presents a smooth path planning method considering physical limits for twowheeled mobile robots (TMRs). A Bezier curve is utilized to make an S-curve path. A convolution operator is used to generate the center velocity trajectory to travel the distance of the planned path while considering the physical limits. The trajectory gained through convolution does not consider the direction angle of the TMR, so a transformational method for a center velocity trajectory following the planned path as a function of time of parameter for the Bezier curve is presented. Finally, the joint space velocity is computed to drive the TMR from the center velocity. The effectiveness of the proposed method was performed through numerical simulations. This algorithm can be used for path planning to optimize travel time and energy consumption."
733,landscape_1000,Contact Models in Robotics: A Comparative Analysis,2024,IEEE Transactions on Robotics,Quentin Le Lidec; Wilson Jallet; Louis Montaut; Ivan Laptev; Cordelia Schmid; Justin Carpentier,https://doi.org/10.1109/tro.2024.3434208,https://openalex.org/W4401041654,https://openalex.org/W4401041654,36,3,constraint discovery robot planning,43.3109,Robotics; Artificial intelligence; Computer science; Robot; Machine learning,"Plan manipulation under contact, grasp, object, and support constraints.",Continuous constrained optimization over trajectories or controls.,training distribution covers deployment constraint activations,feature space and training labels,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Physics simulation is ubiquitous in robotics. Whether in model-based approaches (e.g., trajectory optimization), or model-free algorithms (e.g., reinforcement learning), physics simulators are a central component of modern control pipelines in robotics. Over the past decades, several robotic simulators have been developed, each with dedicated contact modeling assumptions and algorithmic solutions. In this article, we survey the main contact models and the associated numerical methods commonly used in robotics for simulating advanced robot motions involving contact interactions. In particular, we recall the physical laws underlying contacts and friction (i.e., Signorini condition, Coulomb's law, and the maximum dissipation principle), and how they are transcribed in current simulators. For each physics engine, we expose their inherent phys"
734,landscape_1000,Scalable lazy SMT-based motion planning,2016,,Yasser Shoukry; Pierluigi Nuzzo; Indranil Saha; Alberto Sangiovanni‐Vincentelli; Sanjit A. Seshia; George J. Pappas; et al.,https://doi.org/10.1109/cdc.2016.7799298,https://openalex.org/W2569270512,https://openalex.org/W2569270512,32,1,constraint-based motion planning robotics,43.2965,Workspace; Computer science; Motion planning; Discretization; Polyhedron; Scalability; Mathematical optimization; Robot; Satisfiability; Probabilistic roadmap; Trajectory; Theoretical computer science,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.",Continuous constrained optimization over trajectories or controls.,feasibility queries are cheap enough to call inside search; continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"We present a scalable robot motion planning algorithm for reach-avoid problems. We assume a discrete-time, linear model of the robot dynamics and a workspace described by a set of obstacles and a target region, where both the obstacles and the region are polyhedra. Our goal is to construct a trajectory, and the associated control strategy, that steers the robot from its initial point to the target while avoiding obstacles. Differently from previous approaches, based on the discretization of the continuous state space or uniform discretization of the workspace, our approach, inspired by the lazy satisfiability modulo theory paradigm, decomposes the planning problem into smaller subproblems, which can be efficiently solved using specialized solvers. At each iteration, we use a coarse, obstacle-based discretization of the workspace to obtain"
735,landscape_1000,Port-hamiltonian modeling for soft-finger manipulation,2010,,Fanny Ficuciello; Raffaella Carloni; Ludo C. Visser; Stefano Stramigioli,https://doi.org/10.1109/iros.2010.5650866,https://openalex.org/W2140767468,https://openalex.org/W2140767468,19,1,contact constraints manipulation planning,43.2957,Computer science; Port (circuit theory); Engineering; Mechanical engineering,"Plan manipulation under contact, grasp, object, and support constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",the planner's constraint set is either known or discoverable during ordinary search,object affordances/contact modes,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"In this paper, we present a port-Hamiltonian model of a multi-fingered robotic hand, with soft-pads, while grasping and manipulating an object. The algebraic constraints of the interconnected systems are represented by a geometric object, called Dirac structure. This provides a powerful way to describe the non-contact to contact transition and contact viscoelasticity, by using the concepts of energy flows and power preserving interconnections. Using the port based model, an Intrinsically Passive Controller (IPC) is used to control the internal forces. Simulation results validate the model and demonstrate the effectiveness of the port-based approach."
736,landscape_1000,Hybrid Map-Based Path Planning for Robot Navigation in Unstructured Environments,2023,,Jiayang Liu; Xieyuanli Chen; Junhao Xiao; Sichao Lin; Zhiqiang Zheng; Huimin Lu,https://doi.org/10.1109/iros55552.2023.10341666,https://openalex.org/W4389666179,https://openalex.org/W4389666179,21,1,safe robot planning constraints,43.291,Robot; Computer science; Motion planning; Planner; SAFER; Mobile robot; Real-time computing; Artificial intelligence; Grid; Constraint (computer-aided design); Path (computing); Computer vision,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Fast and accurate path planning is important for ground robots to achieve safe and efficient autonomous navigation in unstructured outdoor environments. However, most existing methods exploiting either 2D or 2.5D maps struggle to balance the efficiency and safety for ground robots navigating in such challenging scenarios. In this paper, we propose a novel hybrid map representation by fusing a 2D grid and a 2.5D digital elevation map. Based on it, a novel path planning method is proposed, which considers the robot poses during traversability estimation. By doing so, our method explicitly takes safety as a planning constraint enabling robots to navigate unstructured environments smoothly. The proposed approach has been evaluated on both simulated datasets and a real robot platform. The experimental results demonstrate the efficiency and eff"
737,landscape_1000,Robot-Assisted Disassembly Sequence Planning With Real-Time Human Motion Prediction,2022,IEEE Transactions on Systems Man and Cybernetics Systems,Meng-Lun Lee; Wansong Liu; Sara Behdad; Xiao Liang; Minghui Zheng,https://doi.org/10.1109/tsmc.2022.3185889,https://openalex.org/W4285293961,https://openalex.org/W4285293961,65,1,task and motion planning constraints,43.2897,Sequence (biology); Robot; Task (project management); Planner; Process (computing); Operator (biology); Computer science; Motion planning; Engineering; Real-time computing; Simulation; Artificial intelligence,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.",Continuous constrained optimization over trajectories or controls.,continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"This article presents a disassembly task planning algorithm considering human–robot collaboration (HRC) and human behavior prediction (HBP). Unlike assembly procedures, the disassembly of end-of-life (EOL) products has been a labor-intensive process with uncertainties difficult to cope with. Meanwhile, it is usually challenging to obtain an optimal sequence efficiently without excessive computational cost. Also, the conventional human-centered task planning, in which the robot has to halt frequently due to unsafe interruptions by human motions, may decrease the efficiency of the disassembly process. In this article, a sequence planner is proposed to assign tasks in real time between a human operator and a robot to overcome the aforementioned challenges. The cost function includes the effort of the human and the robot in terms of both move"
738,landscape_1000,SARSOP: Efficient Point-Based POMDP Planning by Approximating Optimally Reachable Belief Spaces,2008,,Hanna Kurniawati; David Hsu; Wee Sun Lee,https://doi.org/10.15607/rss.2008.iv.009,https://openalex.org/W2099430963,https://openalex.org/W2099430963,782,1,learning action models robot planning,43.2631,Partially observable Markov decision process; Computer science; Robotics; Motion planning; Set (abstract data type); Robot; Point (geometry); Artificial intelligence; Exploit; Markov decision process; Mobile robot; Software,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",continuous constraints can be evaluated locally at sampled states,object affordances/contact modes; workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Motion planning in uncertain and dynamic environments is an essential capability for autonomous robots. Partially observable Markov decision processes (POMDPs) provide a principled mathematical framework for solving such problems, but they are often avoided in robotics due to high computational complexity. Our goal is to create practical POMDP algorithms and software for common robotic tasks. To this end, we have developed a new point-based POMDP algorithm that exploits the notion of optimally reachable belief spaces to improve computational efficiency. In simulation, we successfully applied the algorithm to a set of common robotic tasks, including instances of coastal navigation, grasping, mobile robot exploration, and target tracking, all modeled as POMDPs with a large number of states. In most of the instances studied, our algorithm su"
739,landscape_1000,Optimization-Based Motion Planning in Joint Space for Walking Assistance With Wearable Robot,2015,IEEE Transactions on Robotics,Takahiro Kagawa; Hironori Ishikawa; Takayuki Kato; Changhyun Sung; Yoji Uno,https://doi.org/10.1109/tro.2015.2409434,https://openalex.org/W2052498786,https://openalex.org/W2052498786,51,1,constraint-based motion planning robotics,43.2512,Workspace; Kinematics; Jerk; Inverted pendulum; Control theory (sociology); Inverse kinematics; Gait; Robot; Computer science; Robot kinematics; Motion planning; Preferred walking speed,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.","Inverse learning from observed behavior to recover costs, constraints, or action parameters.",continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"In this paper, we propose an alternative motion planning method for a wearable robot with a variable stride length and walking speed. Trajectories are planned in a joint space rather than a workspace to avoid an ill-posed problem with no solution in inverse kinematics, and to consider the joint's range of motion, maximum velocity, foot clearance, and backward balance. The joint trajectories are represented by minimum jerk trajectories. Two via-points are assigned, and the parameters (angle and angular velocity) at the via-points are determined by applying an inverted pendulum model or optimization to satisfy the constraints. The fastest gait pattern generated by the proposed algorithm was twice as fast as the pattern generated by the workspace-based planning method. We confirmed that the fastest walking pattern of 0.36 m/s was feasible on"
740,landscape_1000,Robot-Assisted Minimally Invasive Surgery—Surgical Robotics in the Data Age,2022,Proceedings of the IEEE,Tamás Haidegger; Stefanie Speidel; Danail Stoyanov; Richard M. Satava,https://doi.org/10.1109/jproc.2022.3180350,https://openalex.org/W4283322378,https://openalex.org/W4283322378,203,3,learning action models robot planning,43.2181,Robotics; Artificial intelligence; Robot; Automation; Mechatronics; Commercialization; Traceability; Robotic surgery; Computer science; Engineering; Software engineering; Mechanical engineering,"Plan manipulation under contact, grasp, object, and support constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",training distribution covers deployment constraint activations,object affordances/contact modes; feature space and training labels,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Telesurgical robotics, as a technical solution for robot-assisted minimally invasive surgery (RAMIS), has become the first domain within medicosurgical robotics that achieved a true global clinical adoption. Its relative success (still at a low single-digit percentile total market penetration) roots in the particular human-in-the-loop control, in which the trained surgeon is always kept responsible for the clinical outcome achieved by the robot-actuated invasive tools. Nowadays, this paradigm is challenged by the need for improved surgical performance, traceability, and safety reaching beyond the human capabilities. Partially due to the technical complexity and the financial burden, the adoption of telesurgical robotics has not reached its full potential, by far. Apart from the absolutely market-dominating da Vinci surgical system, there "
741,landscape_1000,Phase space planning and optimization of foot placements in rough planar terrains,2015,,Luenin Barrios; Wei‐Min Shen,https://doi.org/10.1109/icra.2015.7139696,https://openalex.org/W1553998366,https://openalex.org/W1553998366,4,1,legged robot planning terrain constraints,43.2094,Terrain; Center of mass (relativistic); Motion planning; Robot; Curvature; Computer science; Planar; Curse of dimensionality; Motion (physics); Simulation; Geometry; Artificial intelligence,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.",Continuous constrained optimization over trajectories or controls.,continuous constraints can be evaluated locally at sampled states,workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Operating and maneuvering in difficult terrains has remained a challenging problem in the field of legged robots. One of the major challenges arises from the high dimensionality inherent in planning foot placements coupled with center of mass motion along terrains that are multifaceted and highly diverse. Previous work has resolved these issues to an extent by constraining the center of mass to fixed trajectories or using predetermined foot placements. To deal with these challenges, this paper proposes a new set of strategies: (1) an optimized geometric Hermite curve with minimum curvature and length is used to plan the motion of the center of mass (2) single contact model dynamics for state-space approximations of center of mass behavior are used to resolve feet transitions between steps in planar environments and (3) vertical center of "
742,landscape_1000,Robust Manipulation via Contact Sensing,2016,Research Showcase @ Carnegie Mellon University (Carnegie Mellon University),"Koval, Michael C.",https://doi.org/10.1184/r1/6721358,https://openalex.org/W2726865129,https://openalex.org/W2726865129,2,1,contact constraints manipulation planning,43.1986,Computer science; Artificial intelligence; Computer vision,"Plan manipulation under contact, grasp, object, and support constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",the planner's constraint set is either known or discoverable during ordinary search,object affordances/contact modes,late discovery of a binding constraint after many invalid branches; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Humans effortlessly manipulate objects in cluttered and uncertain environments. In contrast, most robotic manipulators are limited to carefully engineered environments to circumvent the difficulty of manipulation under uncertainty. Contact sensors can provide robots with the feedback vital to addressing this limitation. This thesis proposes a framework for using feedback from contact sensors to reliably manipulate objects under uncertainty. We formalize manipulation as a partially observable Markov decision process that includes object pose uncertainty, proprioceptual error, and kinematic constraints. Our algorithms exploit the structure of contact to efficiently estimate state and plan with this model. First, we introduce the manifold particle filter as a principled method of estimating object pose and robot configuration. This algorithm"
743,landscape_1000,Guiding the Generation of Manipulation Plans by Qualitative Spatial Reasoning,2011,Spatial Cognition and Computation,Matthias Westphal; Christian Dornhege; Stefan Wölfl; Marc Gissler; Bernhard Nebel,https://doi.org/10.1080/13875868.2010.538952,https://openalex.org/W2022447689,https://openalex.org/W2022447689,21,2,geometric constraints task motion planning,43.191,Probabilistic roadmap; Heuristics; Workspace; Computer science; Rotation formalisms in three dimensions; Spatial intelligence; Qualitative reasoning; Motion planning; Robot; GRASP; Heuristic; Artificial intelligence,"Find feasible robot motions under collision, kinematic, dynamic, or environment constraints.",Sampling-based motion planning with constraint projection or rejection.,continuous constraints can be evaluated locally at sampled states,object affordances/contact modes; workspace geometry and robot model,late discovery of a binding constraint after many invalid branches; constraint activations shifting across task instances; mode switches caused by contact and support changes,constrained motion planning machinery,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Abstract Manipulation planning is a complex task for robots with a manipulator arm that need to grasp objects in the environment, specifically under narrow spatial conditions restricting the workspace of the robot. A popular approach for generating motion plans is probabilistic roadmap planning. However, the sampling strategy of such planners is usually unguided, and hence may lead to motion plans that seem counterintuitive for a human observer. In this article we present an approach that generates heuristics for the probabilistic sampling strategy from spatial plans that abstract from concrete metric data. These spatial plans describe a free trajectory in the workspace of the robot on a purely qualitative level, i.e., by employing spatial relations from formalisms considered in the domain of Qualitative Spatial and Temporal Reasoning. We"
744,landscape_1000,TrajectoTree: Trajectory Optimization Meets Tree Search for Planning Multi-contact Dexterous Manipulation,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Claire Chen; Preston Culbertson; Marion Lepert; Mac Schwager; Jeannette Bohg,https://doi.org/10.1109/iros51168.2021.9636346,https://openalex.org/W3203454010,https://openalex.org/W3203454010,25,1,contact constraints manipulation planning,43.1581,Trajectory; Computer science; Object (grammar); Sequence (biology); Trajectory optimization; Contact dynamics; Tree (set theory); Planner; Plan (archaeology); Simulation; Computer vision; Artificial intelligence,"Plan manipulation under contact, grasp, object, and support constraints.",Continuous constrained optimization over trajectories or controls.,the planner's constraint set is either known or discoverable during ordinary search,object affordances/contact modes,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"Dexterous manipulation tasks often require contact switching, where fingers make and break contact with the object. We propose a method that plans trajectories for dexterous manipulation tasks involving contact switching using contact-implicit trajectory optimization (CITO) augmented with a high-level discrete contact sequence planner. We first use the high-level planner to find a sequence of finger contact switches given a desired object trajectory. With this contact sequence plan, we impose additional constraints in the CITO problem. We show that our method finds trajectories approximately 7 times faster than a general CITO baseline for a four-finger planar manipulation scenario. Furthermore, when executing the planned trajectories in a full dynamics simulator, we are able to more closely track the object pose trajectories planned by ou"
745,landscape_1000,Impact configurations and measures for kinematically redundant and multiple armed robot systems,1994,IEEE Transactions on Robotics and Automation,Ian D. Walker,https://doi.org/10.1109/70.326571,https://openalex.org/W2169028406,https://openalex.org/W2169028406,191,3,robot planning constraints,43.1575,Robot; Computer science; Ellipsoid; Object (grammar); Contact force; Vulnerability (computing); Task (project management); Artificial intelligence; Simulation; Control engineering; Engineering; Systems engineering,"Plan manipulation under contact, grasp, object, and support constraints.","Planning architecture, learned model, or constraint formalism for robot decision making.",the planner's constraint set is either known or discoverable during ordinary search,object affordances/contact modes,late discovery of a binding constraint after many invalid branches; ambiguous observations that hide which constraint family is active; constraint activations shifting across task instances,the broad claim that robot planning benefits from explicit constraints,making the binding constraint set a pre-planning object; avoiding families of invalid plans before a first failed execution,"This paper introduces new methods to evaluate the effects of impact and contact forces on single and multiple robot manipulators. New measures of the vulnerability of any arm to impacts in varying directions are given. Impact ellipsoids corresponding to these measures are defined and analyzed. The effect of different configurations of kinematically redundant arms on (potentially damaging) impact forces at their end effectors during contact with the environment are investigated. New methods for examining the optimal configurations of redundant manipulators under impact task constraints are discussed. Examples showing ""good"" and ""bad"" configurations for contacts and tasks of different types are presented. Application of the methods to multiple cooperating arms is considered. Contact due to additional manipulators grasping, or regrasping, a "
